current_stock,running_stock,quantity,unit_price,transaction_cost,section_id,brand,supplier,location,manager,section_name,transaction_type,unit_of_measure,performed_by,transaction_date,stock_level
70,55,33,419.18,296.59,11,Brand A,Supplier Z,Depot 2,Manager 3,Section C,Purchase,Kg,User3,2024-12-06,High
7,6,5,664.91,24.96,4,Brand D,Supplier X,Depot 2,Manager 2,Section A,Sale,Kg,User1,2024-06-05,Very Low
22,17,15,482.62,389.82,12,Brand D,Supplier Z,Depot 3,Manager 2,Section B,Return,Pieces,User1,2024-12-08,Low
88,83,59,538.02,294.34,11,Brand D,Supplier X,Depot 3,Manager 1,Section A,Purchase,Pieces,User1,2024-08-11,Very High
39,44,21,725.74,402.96,14,Brand C,Supplier Z,Depot 2,Manager 1,Section A,Sale,Kg,User3,2024-08-30,Perfect
18,21,9,225.3,226.94,12,Brand C,Supplier X,Depot 3,Manager 2,Section A,Sale,Kg,User3,2024-08-15,Low
43,36,29,166.72,120.69,2,Brand B,Supplier Y,Depot 3,Manager 3,Section C,Return,Pieces,User2,2024-12-25,Perfect
7,4,2,658.0,441.09,4,Brand A,Supplier Y,Depot 3,Manager 2,Section B,Sale,Kg,User3,2024-01-14,Very Low
37,34,17,762.31,265.3,10,Brand D,Supplier X,Depot 2,Manager 1,Section C,Return,Pieces,User3,2024-07-18,Perfect
78,82,62,232.67,161.49,13,Brand D,Supplier Z,Depot 2,Manager 2,Section B,Sale,Pieces,User3,2024-02-09,Very High
68,61,43,418.0,168.92,11,Brand A,Supplier Y,Depot 3,Manager 2,Section A,Purchase,Boxes,User3,2024-01-15,High
73,61,31,672.1,232.3,8,Brand B,Supplier Y,Depot 3,Manager 3,Section C,Return,Kg,User3,2024-06-03,High
80,76,76,768.78,293.45,12,Brand B,Supplier Y,Depot 1,Manager 3,Section A,Return,Boxes,User3,2024-07-08,Very High
88,99,54,877.64,330.16,13,Brand B,Supplier X,Depot 1,Manager 2,Section C,Return,Kg,User2,2024-12-10,Very High
99,95,76,880.54,477.78,13,Brand A,Supplier Z,Depot 3,Manager 2,Section A,Purchase,Pieces,User3,2024-11-27,Very High
7,3,0,987.77,427.23,15,Brand A,Supplier Z,Depot 2,Manager 1,Section C,Purchase,Kg,User2,2024-06-12,Very Low
4,1,1,950.9,329.32,14,Brand C,Supplier X,Depot 1,Manager 1,Section B,Return,Kg,User1,2024-03-17,Very Low
79,95,63,34.99,33.38,16,Brand B,Supplier Z,Depot 1,Manager 1,Section A,Purchase,Pieces,User2,2024-05-23,Very High
5,4,5,252.13,462.31,6,Brand D,Supplier X,Depot 3,Manager 3,Section C,Return,Boxes,User1,2024-03-14,Very Low
74,68,47,851.46,18.47,12,Brand D,Supplier Y,Depot 1,Manager 2,Section C,Purchase,Pieces,User3,2024-03-30,High
4,1,5,217.13,321.05,5,Brand D,Supplier X,Depot 1,Manager 3,Section B,Sale,Boxes,User1,2024-12-25,Very Low
42,44,29,408.94,330.96,13,Brand D,Supplier X,Depot 3,Manager 3,Section B,Return,Boxes,User2,2024-02-13,Perfect
61,63,45,587.87,317.12,12,Brand A,Supplier X,Depot 2,Manager 1,Section C,Sale,Boxes,User1,2024-07-20,High
30,44,20,916.06,227.11,12,Brand A,Supplier Z,Depot 3,Manager 1,Section B,Return,Pieces,User1,2024-04-08,Perfect
38,30,30,323.42,75.21,5,Brand A,Supplier Z,Depot 1,Manager 2,Section B,Sale,Boxes,User3,2024-08-25,Perfect
25,25,11,529.37,201.96,9,Brand B,Supplier Z,Depot 3,Manager 3,Section C,Sale,Kg,User2,2024-11-02,Low
10,2,4,200.59,138.3,5,Brand B,Supplier Y,Depot 1,Manager 3,Section A,Sale,Boxes,User2,2024-10-26,Very Low
2,3,3,690.86,124.67,13,Brand C,Supplier Z,Depot 1,Manager 1,Section A,Purchase,Pieces,User2,2024-10-20,Very Low
88,80,54,887.44,399.96,3,Brand A,Supplier Z,Depot 1,Manager 1,Section B,Sale,Pieces,User3,2024-06-11,Very High
2,8,0,82.49,266.3,9,Brand C,Supplier Y,Depot 1,Manager 1,Section B,Sale,Boxes,User1,2024-11-24,Very Low
16,13,15,72.56,251.5,6,Brand A,Supplier Z,Depot 2,Manager 3,Section B,Purchase,Kg,User1,2024-10-24,Low
55,66,37,651.78,358.56,16,Brand C,Supplier Z,Depot 1,Manager 2,Section C,Return,Kg,User1,2024-11-18,High
78,96,56,503.44,272.48,11,Brand A,Supplier Z,Depot 2,Manager 3,Section C,Sale,Boxes,User1,2024-11-18,Very High
9,8,4,215.85,270.85,20,Brand C,Supplier Z,Depot 1,Manager 1,Section C,Purchase,Boxes,User2,2024-11-12,Very Low
85,86,67,883.48,387.35,9,Brand C,Supplier Z,Depot 2,Manager 2,Section C,Sale,Boxes,User2,2024-02-26,Very High
79,87,64,664.9,273.7,16,Brand C,Supplier X,Depot 1,Manager 3,Section C,Purchase,Pieces,User1,2024-11-01,Very High
8,10,1,211.82,352.33,1,Brand A,Supplier Y,Depot 1,Manager 2,Section A,Return,Boxes,User2,2024-08-20,Very Low
6,6,0,82.17,457.69,18,Brand A,Supplier Z,Depot 3,Manager 3,Section A,Return,Kg,User1,2024-03-06,Very Low
27,44,23,429.03,353.19,12,Brand B,Supplier X,Depot 1,Manager 1,Section B,Purchase,Boxes,User2,2024-08-04,Perfect
70,72,40,674.94,332.11,10,Brand A,Supplier Z,Depot 2,Manager 1,Section B,Sale,Kg,User3,2024-02-09,High
13,23,15,757.38,78.06,7,Brand C,Supplier Y,Depot 2,Manager 1,Section C,Purchase,Boxes,User1,2024-04-08,Low
45,29,25,755.74,263.87,8,Brand D,Supplier X,Depot 1,Manager 1,Section C,Return,Kg,User1,2024-03-26,Perfect
85,88,55,256.61,81.79,9,Brand B,Supplier Y,Depot 2,Manager 3,Section B,Purchase,Pieces,User2,2024-12-20,Very High
6,1,4,525.67,26.93,13,Brand C,Supplier Z,Depot 3,Manager 2,Section C,Purchase,Kg,User2,2024-10-17,Very Low
58,63,33,462.75,314.68,7,Brand D,Supplier Z,Depot 1,Manager 2,Section C,Purchase,Kg,User3,2024-01-22,High
33,32,30,142.97,169.2,1,Brand C,Supplier X,Depot 3,Manager 2,Section A,Purchase,Pieces,User1,2024-02-26,Perfect
20,15,12,284.38,114.34,6,Brand B,Supplier Y,Depot 2,Manager 2,Section B,Return,Boxes,User3,2024-09-24,Low
22,24,7,921.91,176.46,13,Brand B,Supplier X,Depot 1,Manager 2,Section A,Purchase,Pieces,User1,2024-09-06,Low
93,86,57,623.62,489.5,7,Brand A,Supplier X,Depot 3,Manager 3,Section C,Sale,Kg,User1,2024-03-16,Very High
53,56,50,701.77,91.37,8,Brand D,Supplier X,Depot 2,Manager 1,Section B,Purchase,Kg,User1,2024-08-01,High
70,61,42,740.51,390.12,13,Brand A,Supplier Y,Depot 2,Manager 3,Section A,Purchase,Boxes,User2,2024-04-30,High
76,89,74,427.14,222.84,13,Brand C,Supplier Z,Depot 2,Manager 2,Section A,Purchase,Kg,User1,2024-06-06,Very High
17,25,8,906.15,112.68,17,Brand B,Supplier Z,Depot 3,Manager 1,Section A,Purchase,Boxes,User2,2024-06-09,Low
49,41,16,540.95,79.13,16,Brand A,Supplier X,Depot 1,Manager 2,Section B,Purchase,Pieces,User3,2024-01-08,Perfect
77,95,69,224.95,492.13,17,Brand C,Supplier Y,Depot 2,Manager 2,Section B,Purchase,Pieces,User2,2024-02-06,Very High
2,7,1,980.19,305.84,17,Brand D,Supplier X,Depot 1,Manager 3,Section A,Purchase,Pieces,User3,2024-06-09,Very Low
19,22,6,560.9,375.38,11,Brand A,Supplier Z,Depot 2,Manager 3,Section A,Sale,Boxes,User2,2024-03-05,Low
97,96,54,328.14,496.24,11,Brand D,Supplier Z,Depot 1,Manager 2,Section B,Sale,Pieces,User2,2024-02-07,Very High
4,1,0,26.51,470.06,10,Brand A,Supplier Z,Depot 2,Manager 3,Section A,Return,Kg,User1,2024-06-27,Very Low
49,27,24,323.41,318.33,17,Brand C,Supplier Z,Depot 2,Manager 1,Section A,Sale,Pieces,User1,2024-11-03,Perfect
60,68,48,626.32,305.36,2,Brand A,Supplier Y,Depot 3,Manager 2,Section A,Purchase,Boxes,User1,2024-11-14,High
56,74,45,263.69,364.96,12,Brand C,Supplier X,Depot 3,Manager 1,Section A,Return,Kg,User2,2024-12-19,High
29,44,24,280.29,144.38,4,Brand A,Supplier Y,Depot 3,Manager 1,Section C,Sale,Boxes,User1,2024-04-01,Perfect
2,5,2,997.83,9.98,12,Brand D,Supplier Z,Depot 2,Manager 2,Section A,Return,Pieces,User2,2024-11-03,Very Low
7,5,1,490.6,474.59,4,Brand A,Supplier Y,Depot 3,Manager 3,Section C,Purchase,Boxes,User3,2024-07-26,Very Low
13,18,10,72.55,33.94,12,Brand C,Supplier X,Depot 3,Manager 3,Section B,Purchase,Pieces,User2,2024-03-22,Low
66,57,49,594.25,437.76,11,Brand A,Supplier X,Depot 2,Manager 2,Section A,Sale,Kg,User3,2024-03-26,High
15,23,6,859.69,17.84,15,Brand D,Supplier X,Depot 2,Manager 3,Section A,Sale,Pieces,User2,2024-02-16,Low
71,72,38,546.35,227.33,20,Brand A,Supplier Z,Depot 2,Manager 2,Section B,Purchase,Kg,User3,2024-10-22,High
67,75,31,492.53,243.91,10,Brand C,Supplier Y,Depot 3,Manager 1,Section B,Sale,Pieces,User1,2024-12-26,High
86,77,52,666.05,133.69,12,Brand A,Supplier X,Depot 2,Manager 1,Section A,Sale,Kg,User1,2024-12-26,Very High
0,6,0,500.27,158.4,18,Brand D,Supplier Y,Depot 3,Manager 3,Section C,Sale,Pieces,User1,2024-10-19,Very Low
23,13,7,543.74,449.34,2,Brand B,Supplier Y,Depot 2,Manager 3,Section C,Return,Boxes,User3,2024-12-22,Low
77,97,60,374.05,420.28,20,Brand A,Supplier Y,Depot 1,Manager 2,Section A,Sale,Pieces,User3,2024-09-16,Very High
89,94,51,684.83,185.89,19,Brand A,Supplier X,Depot 1,Manager 2,Section B,Purchase,Pieces,User1,2024-08-31,Very High
82,89,73,952.63,316.88,16,Brand D,Supplier X,Depot 3,Manager 3,Section A,Sale,Kg,User3,2024-01-13,Very High
11,11,12,830.62,498.04,18,Brand C,Supplier Y,Depot 2,Manager 3,Section A,Sale,Kg,User2,2024-11-26,Low
18,11,9,991.04,267.34,7,Brand B,Supplier Y,Depot 1,Manager 1,Section C,Return,Kg,User2,2024-12-19,Low
37,27,24,134.14,194.76,4,Brand A,Supplier Y,Depot 3,Manager 1,Section B,Return,Kg,User3,2024-10-20,Perfect
99,77,68,769.83,119.9,19,Brand A,Supplier Y,Depot 2,Manager 1,Section C,Purchase,Boxes,User3,2024-09-11,Very High
40,28,28,281.86,307.12,9,Brand D,Supplier X,Depot 1,Manager 1,Section C,Purchase,Pieces,User2,2024-07-26,Perfect
1,2,3,910.56,41.46,2,Brand B,Supplier Y,Depot 1,Manager 2,Section B,Purchase,Pieces,User2,2024-10-14,Very Low
48,43,24,754.38,344.29,7,Brand C,Supplier Y,Depot 2,Manager 2,Section A,Purchase,Kg,User3,2024-10-03,Perfect
72,54,31,77.21,404.62,2,Brand D,Supplier Z,Depot 3,Manager 2,Section A,Return,Boxes,User2,2024-10-19,High
3,8,4,310.98,340.49,1,Brand B,Supplier X,Depot 1,Manager 1,Section A,Return,Pieces,User1,2024-03-15,Very Low
70,66,46,371.2,419.14,14,Brand C,Supplier Y,Depot 3,Manager 2,Section A,Purchase,Boxes,User2,2024-12-18,High
38,27,27,397.93,382.36,7,Brand D,Supplier X,Depot 2,Manager 2,Section B,Sale,Pieces,User3,2024-06-13,Perfect
64,60,48,676.42,278.3,12,Brand B,Supplier Y,Depot 2,Manager 1,Section A,Purchase,Kg,User3,2024-12-09,High
93,80,60,226.51,124.28,17,Brand A,Supplier Z,Depot 3,Manager 1,Section C,Return,Kg,User3,2024-06-23,Very High
8,7,3,820.9,345.58,2,Brand A,Supplier Z,Depot 3,Manager 3,Section C,Return,Pieces,User3,2024-08-13,Very Low
23,23,9,371.06,128.56,20,Brand D,Supplier Y,Depot 3,Manager 3,Section C,Purchase,Boxes,User3,2024-08-18,Low
27,36,27,338.97,138.49,1,Brand D,Supplier Z,Depot 3,Manager 3,Section B,Purchase,Boxes,User3,2024-07-11,Perfect
3,4,2,31.98,83.58,14,Brand A,Supplier Y,Depot 3,Manager 2,Section C,Purchase,Kg,User2,2024-05-09,Very Low
75,57,45,126.24,352.86,9,Brand C,Supplier Z,Depot 3,Manager 3,Section C,Purchase,Pieces,User1,2024-10-05,High
44,26,19,485.29,359.47,11,Brand D,Supplier X,Depot 1,Manager 2,Section B,Sale,Kg,User2,2024-11-01,Perfect
2,5,3,658.15,323.3,15,Brand B,Supplier Y,Depot 1,Manager 1,Section B,Sale,Pieces,User2,2024-03-07,Very Low
91,97,51,363.71,87.39,3,Brand D,Supplier X,Depot 2,Manager 2,Section C,Sale,Pieces,User2,2024-06-18,Very High
96,92,55,419.74,159.9,10,Brand B,Supplier Z,Depot 2,Manager 3,Section B,Purchase,Pieces,User1,2024-03-14,Very High
17,16,9,344.62,115.13,10,Brand B,Supplier X,Depot 3,Manager 3,Section C,Sale,Pieces,User3,2024-08-05,Low
69,56,32,573.79,330.22,5,Brand A,Supplier Y,Depot 3,Manager 3,Section B,Return,Pieces,User3,2024-12-22,High
35,27,27,498.78,183.81,20,Brand C,Supplier X,Depot 2,Manager 2,Section C,Return,Pieces,User2,2024-01-12,Perfect
1,9,5,459.07,27.36,6,Brand B,Supplier Y,Depot 3,Manager 2,Section A,Purchase,Boxes,User1,2024-12-24,Very Low
92,88,70,52.56,413.46,17,Brand B,Supplier X,Depot 3,Manager 3,Section C,Sale,Kg,User3,2024-11-30,Very High
90,76,62,328.95,460.45,12,Brand B,Supplier Z,Depot 3,Manager 3,Section A,Purchase,Boxes,User2,2024-08-17,Very High
17,24,9,176.73,283.81,16,Brand D,Supplier Z,Depot 1,Manager 2,Section B,Return,Pieces,User1,2024-02-02,Low
76,90,51,795.41,98.51,7,Brand B,Supplier Y,Depot 3,Manager 1,Section C,Sale,Boxes,User1,2024-10-25,Very High
8,9,2,926.45,498.56,17,Brand C,Supplier X,Depot 2,Manager 3,Section A,Return,Boxes,User3,2024-12-07,Very Low
46,30,30,666.03,271.75,13,Brand D,Supplier Z,Depot 2,Manager 3,Section A,Sale,Kg,User2,2024-04-24,Perfect
99,82,54,371.4,162.62,6,Brand C,Supplier Y,Depot 2,Manager 3,Section A,Return,Pieces,User1,2024-11-04,Very High
54,68,43,162.85,39.85,13,Brand A,Supplier Z,Depot 1,Manager 1,Section B,Return,Boxes,User1,2024-04-29,High
92,94,62,872.63,92.48,19,Brand B,Supplier X,Depot 1,Manager 1,Section B,Return,Boxes,User2,2024-07-02,Very High
10,3,2,610.96,298.32,5,Brand B,Supplier X,Depot 2,Manager 2,Section A,Return,Kg,User3,2024-09-21,Very Low
38,37,20,756.73,27.5,1,Brand C,Supplier X,Depot 3,Manager 2,Section A,Purchase,Kg,User3,2024-07-02,Perfect
16,15,6,661.0,268.11,5,Brand C,Supplier Y,Depot 1,Manager 3,Section A,Sale,Boxes,User2,2024-05-29,Low
49,32,22,420.52,172.33,5,Brand C,Supplier Z,Depot 3,Manager 1,Section B,Sale,Boxes,User2,2024-02-01,Perfect
67,58,32,237.01,107.39,13,Brand C,Supplier X,Depot 1,Manager 2,Section B,Purchase,Pieces,User1,2024-12-31,High
96,77,65,781.8,199.13,1,Brand B,Supplier Z,Depot 3,Manager 1,Section C,Return,Pieces,User1,2024-05-10,Very High
90,98,53,105.26,222.33,11,Brand D,Supplier X,Depot 3,Manager 3,Section A,Purchase,Pieces,User2,2024-06-15,Very High
78,87,73,676.93,20.98,8,Brand D,Supplier Z,Depot 1,Manager 3,Section C,Purchase,Boxes,User3,2024-02-24,Very High
29,48,21,412.14,66.45,3,Brand A,Supplier X,Depot 1,Manager 1,Section A,Sale,Pieces,User2,2024-05-06,Perfect
53,67,41,588.22,68.78,8,Brand D,Supplier Y,Depot 3,Manager 1,Section A,Purchase,Kg,User2,2024-04-25,High
10,7,4,62.78,317.9,2,Brand B,Supplier Z,Depot 3,Manager 2,Section C,Return,Boxes,User1,2024-11-19,Very Low
97,93,78,514.35,8.16,15,Brand D,Supplier X,Depot 3,Manager 1,Section A,Purchase,Pieces,User3,2024-07-10,Very High
66,57,41,336.01,449.48,17,Brand A,Supplier Z,Depot 2,Manager 3,Section B,Return,Boxes,User3,2024-11-13,High
97,76,59,986.17,87.8,10,Brand B,Supplier Z,Depot 3,Manager 2,Section C,Purchase,Pieces,User3,2024-09-13,Very High
81,78,71,812.44,193.8,10,Brand C,Supplier X,Depot 3,Manager 2,Section A,Return,Pieces,User3,2024-01-04,Very High
29,33,26,48.11,464.51,10,Brand D,Supplier Z,Depot 3,Manager 2,Section A,Purchase,Kg,User3,2024-07-21,Perfect
83,100,58,625.85,277.18,13,Brand A,Supplier Y,Depot 3,Manager 2,Section A,Purchase,Boxes,User2,2024-12-07,Very High
4,7,2,141.61,356.36,10,Brand B,Supplier Y,Depot 2,Manager 2,Section A,Purchase,Boxes,User2,2024-02-12,Very Low
87,88,56,163.31,169.61,12,Brand B,Supplier Y,Depot 3,Manager 1,Section B,Purchase,Kg,User1,2024-06-14,Very High
19,13,12,409.55,373.19,17,Brand B,Supplier X,Depot 1,Manager 2,Section C,Purchase,Boxes,User2,2024-07-23,Low
52,67,34,306.16,428.75,4,Brand B,Supplier Y,Depot 3,Manager 2,Section B,Return,Boxes,User2,2024-03-16,High
80,78,77,296.6,411.42,9,Brand D,Supplier Y,Depot 1,Manager 3,Section A,Return,Kg,User1,2024-11-02,Very High
12,16,7,601.09,225.75,20,Brand C,Supplier Y,Depot 2,Manager 3,Section A,Return,Boxes,User3,2024-07-01,Low
100,95,52,292.86,464.0,6,Brand C,Supplier X,Depot 2,Manager 1,Section C,Purchase,Kg,User3,2024-08-21,Very High
19,11,6,171.97,221.4,1,Brand D,Supplier X,Depot 1,Manager 3,Section B,Return,Boxes,User3,2024-10-25,Low
13,17,9,472.71,265.34,15,Brand B,Supplier Z,Depot 2,Manager 1,Section C,Sale,Boxes,User3,2024-10-28,Low
54,58,31,933.67,326.34,9,Brand A,Supplier X,Depot 3,Manager 1,Section C,Sale,Pieces,User1,2024-08-20,High
38,36,19,101.87,169.58,5,Brand D,Supplier Z,Depot 1,Manager 2,Section B,Purchase,Kg,User3,2024-05-16,Perfect
17,16,6,302.47,133.79,9,Brand A,Supplier Y,Depot 3,Manager 1,Section C,Return,Kg,User3,2024-11-04,Low
9,5,4,688.66,251.16,8,Brand B,Supplier X,Depot 3,Manager 2,Section C,Return,Kg,User2,2024-12-10,Very Low
68,60,31,670.25,15.03,18,Brand D,Supplier X,Depot 3,Manager 1,Section A,Sale,Boxes,User2,2024-01-21,High
1,10,1,46.66,334.32,1,Brand C,Supplier Y,Depot 2,Manager 1,Section C,Return,Boxes,User1,2024-03-29,Very Low
13,19,8,454.37,170.58,12,Brand A,Supplier Y,Depot 3,Manager 3,Section B,Purchase,Kg,User2,2024-12-13,Low
51,56,46,589.43,16.18,9,Brand B,Supplier X,Depot 2,Manager 2,Section B,Return,Kg,User3,2024-04-08,High
55,65,32,809.92,471.3,17,Brand B,Supplier Y,Depot 3,Manager 3,Section A,Sale,Kg,User3,2024-06-07,High
96,97,61,677.7,404.25,17,Brand B,Supplier X,Depot 2,Manager 2,Section A,Purchase,Kg,User1,2024-12-06,Very High
98,77,78,78.99,447.13,2,Brand B,Supplier Z,Depot 2,Manager 2,Section B,Sale,Boxes,User3,2024-07-16,Very High
60,64,44,573.92,493.4,18,Brand B,Supplier Y,Depot 1,Manager 2,Section C,Sale,Pieces,User3,2024-12-11,High
9,2,5,429.36,242.91,2,Brand B,Supplier X,Depot 3,Manager 1,Section C,Sale,Kg,User1,2024-08-29,Very Low
6,6,4,807.27,329.34,11,Brand C,Supplier Y,Depot 1,Manager 2,Section C,Return,Pieces,User1,2024-07-26,Very Low
7,1,2,755.81,295.55,2,Brand A,Supplier X,Depot 3,Manager 3,Section A,Sale,Boxes,User1,2024-08-02,Very Low
96,95,63,989.12,472.56,7,Brand C,Supplier X,Depot 1,Manager 3,Section B,Purchase,Boxes,User3,2024-05-03,Very High
75,64,50,335.44,195.0,11,Brand C,Supplier X,Depot 1,Manager 1,Section B,Purchase,Kg,User3,2024-08-02,High
53,54,47,559.26,425.53,7,Brand B,Supplier X,Depot 2,Manager 1,Section A,Sale,Pieces,User3,2024-06-02,High
43,35,22,447.05,21.06,8,Brand D,Supplier Z,Depot 3,Manager 2,Section B,Return,Kg,User2,2024-09-24,Perfect
0,10,4,26.87,269.71,4,Brand D,Supplier Y,Depot 2,Manager 3,Section A,Sale,Pieces,User2,2024-09-13,Very Low
36,33,30,477.39,207.46,2,Brand D,Supplier X,Depot 1,Manager 1,Section A,Return,Kg,User3,2024-06-09,Perfect
19,25,7,854.39,485.54,13,Brand B,Supplier X,Depot 2,Manager 3,Section B,Sale,Kg,User3,2024-08-14,Low
6,4,5,224.56,62.61,18,Brand B,Supplier X,Depot 1,Manager 3,Section A,Sale,Boxes,User1,2024-09-21,Very Low
100,88,60,375.02,349.22,13,Brand B,Supplier Y,Depot 3,Manager 1,Section C,Return,Boxes,User3,2024-09-08,Very High
22,25,6,941.89,440.38,4,Brand C,Supplier Y,Depot 1,Manager 2,Section C,Purchase,Boxes,User2,2024-09-02,Low
2,9,4,717.43,406.89,10,Brand A,Supplier X,Depot 3,Manager 2,Section C,Sale,Boxes,User3,2024-08-01,Very Low
18,16,8,60.22,254.16,4,Brand D,Supplier X,Depot 1,Manager 1,Section C,Sale,Pieces,User1,2024-06-02,Low
88,93,66,308.89,214.81,16,Brand D,Supplier X,Depot 2,Manager 3,Section A,Purchase,Pieces,User2,2024-09-23,Very High
49,29,21,681.31,462.12,2,Brand A,Supplier Z,Depot 2,Manager 3,Section A,Sale,Kg,User2,2024-10-29,Perfect
83,92,80,950.01,292.48,20,Brand B,Supplier Y,Depot 3,Manager 3,Section C,Purchase,Pieces,User3,2024-01-25,Very High
16,23,12,188.65,472.93,5,Brand B,Supplier Z,Depot 3,Manager 2,Section A,Purchase,Kg,User3,2024-07-30,Low
5,2,1,261.62,73.75,20,Brand C,Supplier Y,Depot 2,Manager 3,Section C,Return,Kg,User1,2024-07-23,Very Low
73,60,48,823.14,477.83,12,Brand D,Supplier X,Depot 2,Manager 1,Section C,Return,Boxes,User1,2024-12-08,High
31,37,30,519.46,93.92,11,Brand C,Supplier X,Depot 1,Manager 1,Section C,Return,Kg,User1,2024-05-12,Perfect
65,55,49,737.58,408.26,14,Brand B,Supplier Z,Depot 3,Manager 3,Section A,Purchase,Boxes,User2,2024-02-05,High
3,4,0,193.83,78.11,9,Brand B,Supplier X,Depot 2,Manager 1,Section C,Purchase,Boxes,User2,2024-10-20,Very Low
95,84,77,626.81,446.83,2,Brand C,Supplier X,Depot 2,Manager 3,Section B,Return,Boxes,User3,2024-09-03,Very High
53,57,32,500.83,192.71,18,Brand B,Supplier Y,Depot 1,Manager 3,Section A,Return,Pieces,User2,2024-03-03,High
25,17,15,935.79,403.58,1,Brand D,Supplier X,Depot 3,Manager 1,Section C,Return,Pieces,User1,2024-09-04,Low
3,5,3,196.91,160.57,16,Brand B,Supplier Y,Depot 3,Manager 2,Section A,Sale,Pieces,User1,2024-06-26,Very Low
62,51,39,609.55,180.39,15,Brand D,Supplier Z,Depot 1,Manager 2,Section B,Sale,Pieces,User2,2024-01-23,High
29,42,17,352.13,119.72,9,Brand D,Supplier X,Depot 2,Manager 2,Section C,Return,Kg,User1,2024-12-25,Perfect
62,70,36,975.12,6.91,7,Brand D,Supplier X,Depot 1,Manager 3,Section C,Return,Kg,User2,2024-12-01,High
22,23,12,97.49,458.11,8,Brand A,Supplier Z,Depot 2,Manager 3,Section C,Sale,Boxes,User2,2024-09-15,Low
31,37,16,251.14,77.9,5,Brand A,Supplier Z,Depot 3,Manager 1,Section B,Purchase,Boxes,User3,2024-07-31,Perfect
13,18,13,371.32,61.87,11,Brand C,Supplier X,Depot 1,Manager 3,Section C,Purchase,Kg,User1,2024-11-19,Low
66,51,46,325.36,287.97,15,Brand D,Supplier Y,Depot 1,Manager 3,Section C,Sale,Pieces,User3,2024-02-05,High
22,19,11,328.75,16.38,17,Brand B,Supplier Z,Depot 1,Manager 1,Section B,Sale,Kg,User3,2024-05-11,Low
5,7,5,447.37,497.23,10,Brand B,Supplier Y,Depot 2,Manager 1,Section B,Sale,Kg,User2,2024-07-20,Very Low
61,63,36,684.13,422.77,11,Brand D,Supplier Z,Depot 1,Manager 2,Section C,Purchase,Pieces,User2,2024-08-20,High
14,11,7,828.43,144.57,14,Brand A,Supplier X,Depot 3,Manager 3,Section B,Return,Boxes,User3,2024-07-06,Low
69,70,38,100.53,188.35,8,Brand B,Supplier Y,Depot 3,Manager 3,Section A,Sale,Boxes,User1,2024-04-02,High
60,72,48,939.86,105.3,10,Brand A,Supplier Y,Depot 1,Manager 3,Section B,Return,Boxes,User1,2024-08-11,High
57,54,46,169.95,289.5,9,Brand B,Supplier X,Depot 3,Manager 2,Section C,Purchase,Kg,User2,2024-02-12,High
74,69,49,899.84,486.44,12,Brand B,Supplier Y,Depot 2,Manager 1,Section C,Return,Boxes,User3,2024-05-24,High
33,45,25,143.46,129.87,12,Brand D,Supplier Y,Depot 3,Manager 1,Section B,Purchase,Pieces,User1,2024-02-27,Perfect
3,2,1,426.49,354.46,20,Brand D,Supplier Y,Depot 1,Manager 2,Section B,Sale,Boxes,User2,2024-05-18,Very Low
10,1,1,726.29,478.89,6,Brand A,Supplier X,Depot 2,Manager 3,Section C,Return,Kg,User2,2024-01-04,Very Low
55,51,44,686.79,83.07,12,Brand C,Supplier Z,Depot 1,Manager 1,Section C,Purchase,Boxes,User2,2024-09-30,High
63,51,41,925.43,245.47,20,Brand B,Supplier Y,Depot 3,Manager 1,Section B,Return,Pieces,User3,2024-12-01,High
10,6,0,164.76,496.57,20,Brand C,Supplier Y,Depot 1,Manager 2,Section A,Sale,Kg,User3,2024-01-01,Very Low
85,79,67,432.65,477.25,16,Brand A,Supplier Z,Depot 3,Manager 1,Section A,Sale,Pieces,User2,2024-01-02,Very High
23,12,13,695.37,378.72,5,Brand D,Supplier X,Depot 3,Manager 1,Section B,Sale,Kg,User1,2024-03-10,Low
19,22,14,182.36,229.1,16,Brand D,Supplier Y,Depot 1,Manager 2,Section B,Return,Pieces,User3,2024-06-16,Low
18,23,14,912.04,495.07,19,Brand D,Supplier Z,Depot 3,Manager 1,Section C,Return,Boxes,User3,2024-03-03,Low
8,4,5,766.55,467.12,8,Brand C,Supplier Y,Depot 2,Manager 2,Section A,Purchase,Kg,User2,2024-06-07,Very Low
48,43,28,748.2,464.81,17,Brand C,Supplier X,Depot 3,Manager 2,Section A,Return,Boxes,User3,2024-11-11,Perfect
18,17,13,658.53,257.72,14,Brand B,Supplier Z,Depot 2,Manager 1,Section B,Sale,Kg,User3,2024-02-24,Low
0,1,3,876.39,270.34,16,Brand D,Supplier Y,Depot 2,Manager 1,Section B,Return,Boxes,User1,2024-05-18,Very Low
10,2,4,682.57,285.91,7,Brand B,Supplier Y,Depot 3,Manager 3,Section B,Sale,Pieces,User2,2024-08-16,Very Low
61,66,36,479.37,336.44,17,Brand B,Supplier Y,Depot 2,Manager 2,Section C,Return,Pieces,User3,2024-05-09,High
8,5,4,321.82,101.33,19,Brand C,Supplier Z,Depot 3,Manager 2,Section B,Return,Kg,User2,2024-11-24,Very Low
20,17,15,317.52,170.2,5,Brand A,Supplier X,Depot 3,Manager 1,Section B,Sale,Boxes,User1,2024-07-20,Low
